bad_driving_time,bad_driving_lng,bad_driving_lat,bad_driving_name,bad_driving_info
2018-08-05 06:37:36,114.97638,27.44467,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-08-05 06:37:48,114.97625,27.444658,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 06:38:10,114.974815,27.444531,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-08-05 06:38:26,114.97465,27.444508000000006,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-08-05 06:41:33,114.95172,27.434741,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 06:44:18,114.928906,27.43168,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-05 06:44:54,114.928806,27.431631,急变道,"方向角变化数为：82,超过30"
2018-08-05 06:44:56,114.928806,27.431581,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 06:44:57,114.92882,27.431558000000006,急变道,"方向角变化数为：44,超过30"
2018-08-05 06:45:00,114.928908,27.431516,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 06:45:50,114.929076,27.431583000000003,急变道,"方向角变化数为：46,超过30"
2018-08-05 06:51:49,114.977938,27.4273,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 06:51:52,114.978088,27.427183000000007,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-05 06:51:53,114.978103,27.42717,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-08-05 06:52:03,114.978166,27.427098,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 06:54:03,114.984906,27.4124,急减速,"加速度达到-4.72m/s^2,超过-3m/s^2"
2018-08-05 06:57:00,114.992886,27.401378,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-08-05 06:59:57,115.924,27.382306,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-08-05 07:00:06,115.9311,27.382235,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 07:00:30,115.9991,27.380655,急减速,"加速度达到-4.72m/s^2,超过-3m/s^2"
2018-08-05 07:00:44,115.10026,27.380568,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 07:02:52,115.17635,27.364633,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 07:02:55,115.17601,27.364543,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 07:03:11,115.17558,27.364443,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 07:09:06,115.38203,27.31842,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-08-05 07:19:25,115.8266,27.271663,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-08-05 07:19:28,115.82735,27.271598,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-05 07:29:00,115.12992,27.22799,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 07:29:32,115.129958,27.227855,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 07:30:55,115.129785,27.221958,急变道,"方向角变化数为：42,超过30"
2018-08-05 07:31:21,115.129758,27.221821,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 07:31:51,115.132201,27.221403,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-05 07:31:51,115.132201,27.221403,急变道,"方向角变化数为：43,超过30"
2018-08-05 07:32:43,115.132215,27.217363,急减速,"加速度达到-5.28m/s^2,超过-3m/s^2"
2018-08-05 07:33:49,115.13222,27.217270000000006,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 07:35:06,115.132981,27.210703,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-08-05 07:35:09,115.132991,27.210628000000003,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 07:35:44,115.13339,27.208245,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 07:35:49,115.133303,27.208226,急变道,"方向角变化数为：31,超过30"
2018-08-05 07:35:57,115.133171,27.208170000000006,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 07:36:20,115.13307,27.207706,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-08-05 07:36:20,115.13307,27.207706,超长怠速,"超长怠速时长为59072秒,超过120秒"
2018-08-05 23:19:00,115.133046,27.207686,急变道,"方向角变化数为：46,超过30"
2018-08-05 23:19:00,115.133046,27.207686,怠速预热,"怠速预热时长为2512秒,超过120秒"
2018-08-05 23:22:27,115.133018,27.207685,急变道,"方向角变化数为：39,超过30"
2018-08-05 23:58:55,115.132953,27.207653000000004,急变道,"方向角变化数为：171,超过30"
2018-08-06 00:00:46,115.132931,27.207655,急变道,"方向角变化数为：78,超过30"
2018-08-06 00:00:52,115.133053,27.207558,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-06 00:00:55,115.133143,27.207546,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:00:56,115.133175,27.207558,急加速,"加速度达到4.17m/s^2,超过3m/s^2"
2018-08-06 00:00:56,115.133175,27.207558,急变道,"方向角变化数为：32,超过30"
2018-08-06 00:00:57,115.133203,27.20757,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-08-06 00:00:59,115.133253,27.20757,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-06 00:01:00,115.133271,27.207566,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-06 00:01:33,115.133566,27.207615000000004,急变道,"方向角变化数为：61,超过30"
2018-08-06 00:01:34,115.13358999999998,27.207626,急变道,"方向角变化数为：40,超过30"
2018-08-06 00:01:36,115.133631,27.207695,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-06 00:02:19,115.133248,27.210076,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-06 00:02:43,115.133206,27.210208,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-06 00:03:07,115.13306,27.211146000000006,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:03:19,115.133061,27.211256,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-06 00:04:25,115.13228,27.215786,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:05:16,115.132305,27.216401,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-06 00:05:20,115.132306,27.216513,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:06:45,115.13231,27.216596000000006,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-06 00:07:03,115.13233,27.217398,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:07:54,115.132391,27.220525,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-08-06 00:08:04,115.132373,27.22063,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-06 00:08:41,115.132443,27.222855,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:08:50,115.132456,27.222978,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-06 00:09:36,115.132528,27.226571000000003,急减速,"加速度达到-4.72m/s^2,超过-3m/s^2"
2018-08-06 00:09:49,115.132461,27.226733000000007,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-08-06 00:10:03,115.132496,27.227468,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:10:13,115.132493,27.227626,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-06 00:11:03,115.130461,27.228641,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:12:08,115.129601,27.228681,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:12:22,115.12951499999998,27.228656,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-06 00:14:54,115.109221,27.230335,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:14:56,115.109168,27.230333,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:14:56,115.109168,27.230333,超长怠速,"超长怠速时长为227秒,超过120秒"
2018-08-06 00:23:39,115.98458,27.25211,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-06 00:23:40,115.9844,27.252128000000006,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-08-06 00:23:50,115.9837,27.252196,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-06 00:34:58,115.38285,27.318478,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-08-06 00:35:20,115.3819,27.318690000000004,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-08-06 00:39:57,115.18016,27.354895000000006,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
