bad_driving_time,bad_driving_lng,bad_driving_lat,bad_driving_name,bad_driving_info
2018-09-24 23:26:25,114.546193,26.323481,怠速预热,"怠速预热时长为3239秒,超过120秒"
2018-09-24 23:56:59,114.546188,26.323473,怠速预热,"怠速预热时长为1405秒,超过120秒"
2018-09-24 23:57:02,114.546173,26.323493,急变道,"方向角变化数为：39,超过30"
2018-09-25 00:11:24,114.546,26.323613,怠速预热,"怠速预热时长为540秒,超过120秒"
2018-09-25 00:20:22,114.545958,26.323625,急变道,"方向角变化数为：74,超过30"
2018-09-25 00:20:24,114.54591299999998,26.323593,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-25 00:21:07,114.545506,26.322253000000003,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-25 00:23:12,114.544716,26.323776,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-25 00:24:05,114.54482,26.323936,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-25 00:24:41,114.54624,26.324923,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-25 00:24:52,114.54621000000002,26.325115000000004,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-25 00:25:10,114.545521,26.324753,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-25 00:25:46,114.54542,26.324666,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-25 00:30:16,114.520423,26.31707,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-25 00:30:16,114.520423,26.31707,超长怠速,"超长怠速时长为585秒,超过120秒"
2018-09-25 00:40:01,114.542885,26.293768,急加速,"加速度达到10.83m/s^2,超过3m/s^2"
2018-09-25 00:40:01,114.542885,26.293768,急变道,"方向角变化数为：118,超过30"
2018-09-25 00:45:04,114.567788,26.280845000000006,急减速,"加速度达到-11.11m/s^2,超过-3m/s^2"
2018-09-25 00:45:04,114.567788,26.280845000000006,急变道,"方向角变化数为：171,超过30"
2018-09-25 00:45:08,114.568496,26.280235,急加速,"加速度达到12.5m/s^2,超过3m/s^2"
2018-09-25 00:45:08,114.568496,26.280235,急变道,"方向角变化数为：153,超过30"
2018-09-25 00:49:34,114.575408,26.256091,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-25 00:50:07,114.575568,26.256016,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-25 00:50:12,114.575711,26.255903000000004,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-25 00:50:13,114.575746,26.255883,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-09-25 00:55:58,114.616071,26.250638,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-25 00:56:29,114.619225,26.250018,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-25 00:56:36,114.62017,26.24985,急加速,"加速度达到4.17m/s^2,超过3m/s^2"
2018-09-25 00:56:40,114.620731,26.249758,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2"
2018-09-25 00:56:43,114.621071,26.24971,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-25 00:57:09,114.624185,26.249621,急减速,"加速度达到-4.72m/s^2,超过-3m/s^2"
2018-09-25 00:57:10,114.624236,26.249535,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-25 00:57:55,114.62604,26.24586,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-25 00:57:56,114.626076,26.245798,急变道,"方向角变化数为：38,超过30"
2018-09-25 01:02:28,114.624603,26.214871,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-25 01:02:42,114.624681,26.214778000000006,急变道,"方向角变化数为：152,超过30"
2018-09-25 01:02:43,114.624696,26.214775,急变道,"方向角变化数为：125,超过30"
2018-09-25 01:02:48,114.62478,26.214663,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-25 01:20:01,114.748505,26.167633,急减速,"加速度达到-5.83m/s^2,超过-3m/s^2"
2018-09-25 01:40:01,114.839131,26.7971,急减速,"加速度达到-6.39m/s^2,超过-3m/s^2"
2018-09-25 01:40:01,114.839131,26.7971,急变道,"方向角变化数为：54,超过30"
2018-09-25 02:00:01,114.898713,25.955498,急减速,"加速度达到-6.39m/s^2,超过-3m/s^2"
2018-09-25 02:00:53,114.900331,25.951623,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-25 02:00:57,114.900326,25.95153,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-25 02:00:59,114.900323,25.951475,急变道,"方向角变化数为：35,超过30"
2018-09-25 02:01:35,114.900418,25.950066,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
