bad_driving_time,bad_driving_lng,bad_driving_lat,bad_driving_name,bad_driving_info
2018-09-09 02:29:10,114.690148,27.40385,急减速,"加速度达到-5.56m/s^2,超过-3m/s^2"
2018-09-09 02:29:21,114.690118,27.403811,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 02:30:43,114.68371100000002,27.396163,急减速,"加速度达到-4.72m/s^2,超过-3m/s^2"
2018-09-09 02:30:53,114.683645,27.396088,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 02:31:12,114.682846,27.395128000000003,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 02:31:18,114.682798,27.395081,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 02:32:09,114.68048,27.395978000000003,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2"
2018-09-09 02:40:10,114.623853,27.398301,急变道,"方向角变化数为：31,超过30"
2018-09-09 02:40:12,114.623846,27.398253000000004,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 02:40:12,114.623846,27.398253000000004,超长怠速,"超长怠速时长为246秒,超过120秒"
2018-09-09 02:40:19,114.623831,27.398251,急变道,"方向角变化数为：152,超过30"
2018-09-09 02:44:16,114.623998,27.398405,急变道,"方向角变化数为：175,超过30"
2018-09-09 02:44:18,114.62397,27.398406,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 02:44:55,114.622131,27.397966,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 02:45:19,114.622345,27.39712,超长怠速,"超长怠速时长为169秒,超过120秒"
2018-09-09 02:48:08,114.622466,27.396348,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 02:48:48,114.619248,27.395635,急减速,"加速度达到-5.0m/s^2,超过-3m/s^2"
2018-09-09 02:49:36,114.61918,27.395623,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 02:50:33,114.61255,27.394635,急减速,"加速度达到-5.0m/s^2,超过-3m/s^2"
2018-09-09 02:50:49,114.612511,27.394613,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 02:53:18,114.601261,27.388618,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-09 02:53:26,114.601206,27.388526,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 02:53:35,114.601135,27.388318,急变道,"方向角变化数为：42,超过30"
2018-09-09 02:53:38,114.601141,27.3883,急变道,"方向角变化数为：37,超过30"
2018-09-09 02:54:55,114.606638,27.387135,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-09 02:55:02,114.606711,27.387113,急变道,"方向角变化数为：39,超过30"
2018-09-09 02:55:04,114.606753,27.387116,急变道,"方向角变化数为：45,超过30"
2018-09-09 02:55:06,114.606778,27.387125,急变道,"方向角变化数为：64,超过30"
2018-09-09 02:55:10,114.606766,27.38712,急变道,"方向角变化数为：168,超过30"
2018-09-09 02:55:12,114.606755,27.387126,急变道,"方向角变化数为：84,超过30"
2018-09-09 02:55:13,114.60676,27.387148,急变道,"方向角变化数为：43,超过30"
2018-09-09 02:55:15,114.606775,27.387213,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 02:55:20,114.606845,27.387416,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 02:55:22,114.606881,27.387498,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 02:55:22,114.606881,27.387498,急变道,"方向角变化数为：35,超过30"
2018-09-09 02:55:23,114.606871,27.38754,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-09 02:55:23,114.606871,27.38754,急变道,"方向角变化数为：43,超过30"
2018-09-09 02:55:23,114.606871,27.38754,超长怠速,"超长怠速时长为1402秒,超过120秒"
2018-09-09 02:55:32,114.606845,27.38764,急变道,"方向角变化数为：175,超过30"
2018-09-09 03:16:42,114.60669,27.387516,怠速预热,"怠速预热时长为123秒,超过120秒"
2018-09-09 03:18:39,114.606586,27.387551,急变道,"方向角变化数为：69,超过30"
2018-09-09 03:18:42,114.60658,27.387516,急变道,"方向角变化数为：121,超过30"
2018-09-09 03:18:43,114.606576,27.387506,急变道,"方向角变化数为：77,超过30"
2018-09-09 03:18:45,114.60657,27.387453000000004,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-09-09 03:18:47,114.606545,27.387388,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 03:18:48,114.606573,27.387318,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 03:18:48,114.606573,27.387318,急变道,"方向角变化数为：50,超过30"
2018-09-09 03:18:49,114.606603,27.387258000000006,急变道,"方向角变化数为：38,超过30"
2018-09-09 03:18:50,114.606608,27.387255,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 03:18:53,114.606633,27.387155,急变道,"方向角变化数为：33,超过30"
2018-09-09 03:18:54,114.606608,27.387143,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 03:19:44,114.602513,27.387871,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:19:49,114.60239,27.387898,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 03:20:03,114.601851,27.387966,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:20:11,114.60161,27.388013,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:20:17,114.601435,27.388070000000006,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 03:20:32,114.601378,27.388626,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:20:40,114.60141000000002,27.388716,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 03:21:46,114.60381,27.395566,急变道,"方向角变化数为：31,超过30"
2018-09-09 03:22:50,114.613025,27.39435,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-09 03:22:53,114.613148,27.394353,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-09-09 03:23:16,114.61323,27.394368,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 03:24:05,114.618926,27.395378000000004,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:24:48,114.619011,27.395403,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-09-09 03:25:21,114.622273,27.395988,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-09-09 03:26:30,114.622363,27.396008,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 03:29:36,114.652046,27.40068,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-09 03:29:48,114.65215,27.40068,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 03:32:59,114.68048,27.39581,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-09 03:33:09,114.68053799999998,27.395740000000004,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 03:33:39,114.68236,27.394176,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:34:03,114.682608,27.394416,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 03:35:07,114.686913,27.399588,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 03:36:27,114.69316299999998,27.406611,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:36:36,114.693216,27.406645,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 03:38:28,114.709528,27.409683,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-09 03:38:45,114.709578,27.409685,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 03:41:26,114.733145,27.409073,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 03:41:45,114.733156,27.409123,急变道,"方向角变化数为：59,超过30"
2018-09-09 03:41:48,114.733118,27.409193,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 03:41:48,114.733118,27.409193,急变道,"方向角变化数为：46,超过30"
2018-09-09 03:41:49,114.733088,27.409195,急变道,"方向角变化数为：32,超过30"
2018-09-09 03:43:53,114.716591,27.410261,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-09 03:44:02,114.716541,27.41027,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 03:48:05,114.687105,27.400153000000003,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 03:48:19,114.687063,27.400096,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 03:56:06,114.6227,27.396283,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-09-09 03:57:16,114.622638,27.39628,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 03:58:45,114.612548,27.394665000000003,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 03:58:54,114.612455,27.394626,急加速,"加速度达到4.17m/s^2,超过3m/s^2"
2018-09-09 04:01:27,114.601075,27.388225,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 04:03:13,114.601055,27.387975,急变道,"方向角变化数为：46,超过30"
2018-09-09 04:03:14,114.601078,27.387946000000003,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 04:04:10,114.606638,27.387071,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 04:04:24,114.606746,27.387103000000003,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 04:04:26,114.606803,27.387121,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 04:04:38,114.606846,27.387186,急变道,"方向角变化数为：104,超过30"
2018-09-09 04:04:40,114.606848,27.387208,急变道,"方向角变化数为：56,超过30"
2018-09-09 04:04:41,114.606841,27.387228000000004,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 04:04:41,114.606841,27.387228000000004,急变道,"方向角变化数为：34,超过30"
2018-09-09 04:04:47,114.60684,27.387415,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 04:04:48,114.606826,27.387463,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 04:04:48,114.606826,27.387463,超长怠速,"超长怠速时长为4743秒,超过120秒"
2018-09-09 04:04:51,114.606898,27.387591,急变道,"方向角变化数为：31,超过30"
2018-09-09 04:04:53,114.606875,27.387648,急变道,"方向角变化数为：70,超过30"
2018-09-09 04:04:59,114.606863,27.387656,急变道,"方向角变化数为：171,超过30"
2018-09-09 04:05:03,114.606896,27.38767,急变道,"方向角变化数为：62,超过30"
2018-09-09 05:21:27,114.606843,27.38753,怠速预热,"怠速预热时长为144秒,超过120秒"
2018-09-09 05:23:40,114.606835,27.3876,急变道,"方向角变化数为：136,超过30"
2018-09-09 05:23:43,114.606763,27.387558,急变道,"方向角变化数为：34,超过30"
2018-09-09 05:23:44,114.606766,27.387543,急变道,"方向角变化数为：34,超过30"
2018-09-09 05:23:50,114.606801,27.387401,急变道,"方向角变化数为：58,超过30"
2018-09-09 05:23:51,114.606821,27.387373,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-09-09 05:23:52,114.606815,27.38734,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-09-09 05:23:52,114.606815,27.38734,急变道,"方向角变化数为：31,超过30"
2018-09-09 05:23:54,114.606791,27.387313,急变道,"方向角变化数为：54,超过30"
2018-09-09 05:23:55,114.606786,27.387296000000006,急变道,"方向角变化数为：49,超过30"
2018-09-09 05:24:59,114.601661,27.388008000000006,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 05:25:17,114.601476,27.38803,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 05:27:56,114.613043,27.394366,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 05:28:42,114.613153,27.394386,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 05:29:02,114.614453,27.394581,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 05:29:14,114.61452,27.394621,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 05:29:58,114.618645,27.395338,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-09 05:30:18,114.618778,27.395391,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 05:30:58,114.622188,27.395951,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-09-09 05:31:57,114.622296,27.395963,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 05:38:54,114.681205,27.394990000000004,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 05:39:09,114.681256,27.394943,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-09 05:39:51,114.681926,27.394216,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 05:40:07,114.68248,27.394311,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-09 05:40:12,114.682553,27.39442,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-09-09 05:40:15,114.682618,27.394483,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-09 05:40:31,114.68271,27.394625,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-09 05:41:10,114.6845,27.396798,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-09-09 05:42:14,114.686875,27.399601,长时间低速行驶,"长时间低速行驶时长为6295秒,超过60秒"
2018-09-09 07:27:09,114.606991,27.387443,急减速,"加速度达到-7.5m/s^2,超过-3m/s^2"
2018-09-09 07:27:09,114.606991,27.387443,急变道,"方向角变化数为：71,超过30"
2018-09-09 07:28:12,114.606945,27.387458,急变道,"方向角变化数为：167,超过30"
2018-09-09 07:28:20,114.60687,27.387433,急变道,"方向角变化数为：86,超过30"
