bad_driving_time,bad_driving_lng,bad_driving_lat,bad_driving_name,bad_driving_info
2018-07-30 22:05:04,115.64937,24.959833,急变道,"方向角变化数为：103,超过30"
2018-07-30 22:05:12,115.649425,24.959825,急变道,"方向角变化数为：45,超过30"
2018-07-30 22:05:17,115.649408,24.959715,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-07-30 22:05:17,115.649408,24.959715,急变道,"方向角变化数为：48,超过30"
2018-07-30 22:05:18,115.649416,24.959693,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-07-30 22:05:24,115.649446,24.959605,急变道,"方向角变化数为：31,超过30"
2018-07-30 22:05:25,115.649455,24.959591,急变道,"方向角变化数为：32,超过30"
2018-07-30 22:06:24,115.649581,24.959488,急变道,"方向角变化数为：40,超过30"
2018-07-30 22:06:28,115.649558,24.959426,急变道,"方向角变化数为：36,超过30"
2018-07-30 22:06:31,115.649523,24.959385,急变道,"方向角变化数为：45,超过30"
2018-07-30 22:06:35,115.64946100000002,24.959341,急变道,"方向角变化数为：34,超过30"
2018-07-30 22:06:56,115.649385,24.95923,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-07-30 22:07:16,115.648721,24.959003,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-07-30 22:07:54,115.647443,24.960896,长时间低速行驶,"长时间低速行驶时长为729秒,超过60秒"
2018-07-30 22:20:01,115.702075,24.955565,急变道,"方向角变化数为：152,超过30"
2018-07-30 22:23:06,115.720858,24.945871,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2"
2018-07-30 22:23:15,115.72093999999998,24.945885,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-07-30 22:27:29,115.742888,24.955153,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-07-30 22:27:38,115.74301,24.955243,急变道,"方向角变化数为：34,超过30"
2018-07-30 22:28:02,115.743116,24.956055,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-07-30 22:28:02,115.743116,24.956055,超长怠速,"超长怠速时长为304秒,超过120秒"
2018-07-30 22:28:03,115.743123,24.956063,急变道,"方向角变化数为：53,超过30"
2018-07-30 22:28:09,115.74323,24.95605,急变道,"方向角变化数为：37,超过30"
2018-07-30 22:28:14,115.743281,24.956006,急变道,"方向角变化数为：40,超过30"
2018-07-30 22:33:06,115.743106,24.955045,急加速,"加速度达到4.44m/s^2,超过3m/s^2"
2018-07-30 22:33:06,115.743106,24.955045,急变道,"方向角变化数为：45,超过30"
2018-07-30 22:33:06,115.743106,24.955045,疲劳驾驶,"疲劳驾驶时长为20257秒,超过14400秒"
2018-07-30 22:33:23,115.74337,24.954518,急变道,"方向角变化数为：31,超过30"
2018-07-30 22:33:32,115.743591,24.954371,急变道,"方向角变化数为：48,超过30"
2018-07-30 22:40:01,115.758051,24.981195,急变道,"方向角变化数为：50,超过30"
2018-07-30 22:41:02,115.76201,24.983,急加速,"加速度达到3.61m/s^2,超过3m/s^2"
2018-07-30 22:41:02,115.76201,24.983,急变道,"方向角变化数为：36,超过30"
2018-07-30 22:42:00,115.76416100000002,24.98612,急变道,"方向角变化数为：37,超过30"
