bad_driving_time,bad_driving_lng,bad_driving_lat,bad_driving_name,bad_driving_info
2018-08-05 08:15:09,114.47006,26.354355,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-08-05 08:15:28,114.469985,26.354303,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 08:20:12,114.44633,26.369138,急减速,"加速度达到-4.72m/s^2,超过-3m/s^2"
2018-08-05 08:22:05,114.443166,26.373418,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 08:23:21,114.438043,26.374965000000003,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
2018-08-05 08:23:34,114.437955,26.374878,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 08:25:13,114.432093,26.371826,超长怠速,"超长怠速时长为161秒,超过120秒"
2018-08-05 08:27:54,114.43168500000002,26.37157,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 08:30:05,114.424005,26.365903000000007,急变道,"方向角变化数为：34,超过30"
2018-08-05 08:30:26,114.42411,26.365101,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-08-05 08:30:33,114.424051,26.364983,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 08:30:54,114.42353,26.364145,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-08-05 08:31:07,114.42349,26.364106,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 08:31:46,114.42146,26.362388,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2"
2018-08-05 08:31:52,114.4213,26.362398,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 08:34:09,114.415471,26.355191,急变道,"方向角变化数为：33,超过30"
2018-08-05 08:34:17,114.415108,26.355195,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 08:34:52,114.412978,26.355015,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 08:35:48,114.409926,26.354256,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 08:35:51,114.409885,26.354226,长时间低速行驶,"长时间低速行驶时长为70秒,超过60秒"
2018-08-05 08:46:29,114.380076,26.405705,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 08:46:34,114.379968,26.405775,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 08:46:41,114.379746,26.405778,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 08:47:19,114.379665,26.405743,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 08:50:16,114.374818,26.395546000000003,急变道,"方向角变化数为：38,超过30"
2018-08-05 08:52:47,114.366978,26.385611,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-08-05 08:52:49,114.367018,26.385571,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-08-05 08:53:07,114.367095,26.385531,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-08-05 08:54:31,114.363356,26.381175,急变道,"方向角变化数为：31,超过30"
2018-08-05 08:54:52,114.361888,26.38163,急减速,"加速度达到-3.89m/s^2,超过-3m/s^2"
2018-08-05 08:55:05,114.36181299999998,26.381668,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-08-05 08:59:30,114.338086,26.382273,急减速,"加速度达到-3.61m/s^2,超过-3m/s^2"
