bad_driving_time,bad_driving_lng,bad_driving_lat,bad_driving_name,bad_driving_info
2018-09-10 00:04:13,116.23236599999998,27.55355,急变道,"方向角变化数为：131,超过30"
2018-09-10 00:40:35,116.232346,27.553576,疲劳驾驶,"疲劳驾驶时长为28203秒,超过14400秒"
2018-09-10 00:41:15,116.232486,27.553588,急变道,"方向角变化数为：163,超过30"
2018-09-10 00:41:28,116.232933,27.553523,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-10 00:41:34,116.233098,27.55356,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-10 00:41:51,116.23319,27.554238,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-10 00:41:52,116.233178,27.554265,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-10 00:41:53,116.233163,27.554288,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-10 00:41:54,116.23314,27.554305,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-10 00:41:55,116.233113,27.554318,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-10 00:42:22,116.232023,27.554356,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-10 00:42:30,116.231816,27.554355,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-10 00:43:00,116.231331,27.553040000000006,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-10 00:43:31,116.231323,27.552901,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-10 00:43:43,116.231555,27.552611,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-10 00:43:58,116.232068,27.552575,急减速,"加速度达到-3.33m/s^2,超过-3m/s^2"
2018-09-10 00:44:15,116.232315,27.552571,急减速,"加速度达到-3.06m/s^2,超过-3m/s^2"
2018-09-10 00:52:05,116.284615,27.53843,急减速,"加速度达到-4.17m/s^2,超过-3m/s^2"
2018-09-10 00:52:15,116.284615,27.538346,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-09-10 00:59:32,116.30588600000002,27.496396,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2"
2018-09-10 00:59:46,116.305928,27.496343,急加速,"加速度达到3.33m/s^2,超过3m/s^2"
2018-09-10 01:00:36,116.307323,27.494248,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-10 01:01:18,116.30826299999998,27.492673,急加速,"加速度达到4.17m/s^2,超过3m/s^2"
2018-09-10 01:02:06,116.308743,27.491108,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-10 01:02:40,116.309208,27.489675,急加速,"加速度达到3.06m/s^2,超过3m/s^2"
2018-09-10 01:06:10,116.308508,27.46994,急减速,"加速度达到-4.44m/s^2,超过-3m/s^2"
2018-09-10 01:06:23,116.308605,27.469891,急加速,"加速度达到3.89m/s^2,超过3m/s^2"
2018-09-10 01:06:23,116.308605,27.469891,长时间低速行驶,"长时间低速行驶时长为817秒,超过60秒"
